num,hebreeuws,text,BDB,pos
6787,צְמָרַיִם,"Tsmarayim, <i>tsem-aw-rah'-yim</i>;  dual of 'tsemer' (<a class=""SR"">H6785</a>); double fleece; Tsemarajim, a place in Palestine:--Zemaraim.","Zemaraim = ""double fleece of wool""<br>1) a city in northern Benjamin near Bethel<br>2) a hill in Ephraim<br>Part of Speech: noun proper locative<br>A Related Word by BDB/Strong's Number: dual of <a class='SR'>H6785</a>",n-pr-loc
6788,צַמֶּרֶת,"tsammereth, <i>tsam-meh'-reth</i>;  from the same as 'tsemer' (<a class=""SR"">H6785</a>); fleeciness, i.e. foliage:--highest branch, top.",1) treetop<br>Part of Speech: noun feminine<br>A Related Word by BDB/Strong's Number: from the same as <a class='SR'>H6785</a>,n-f
6789,צָמַת,"tsamath, <i>tsaw-math'</i>;  a primitive root; to extirpate (literally or figuratively):--consume, cut off, destroy, vanish.","1) to put an end to, cut off, destroy, exterminate, extirpate<br><div class=""s15p"">1a) (Qal) to put an end to, terminate</div><div class=""s15p"">1b) (Niphal) to be ended, be annihilated, be exterminated</div><div class=""s15p"">1c) (Piel) to put an end to</div><div class=""s15p"">1d) (Pilel) to be exterminated, be annihilated</div><div class=""s15p"">1e) (Hiphil) to exterminate, annihilate</div>Part of Speech: verb<br>A Related Word by BDB/Strong's Number: a primitive root",v
6790,צִן,"Tsin, <i>tseen</i>;  from an unused root meaning to prick; a crag; Tsin, a part of the Desert:--Zin.","Zin = ""flat""<br>1) name given to a portion of the desert tract between the Dead Sea and Arabah on the east in which Kadesh-barnea was located<br>Part of Speech: noun proper locative<br>A Related Word by BDB/Strong's Number: from an unused root meaning to prick",n-pr-loc
6791,צֵן,"tsen, <i>tsane</i>;  from an unused root meaning to be prickly; a thorn; hence, a cactus-hedge:--thorn.","1) thorn, barb<br><div class=""s15p"">1a) meaning dubious</div>Part of Speech: noun masculine<br>A Related Word by BDB/Strong's Number: from an unused root meaning to be prickly",n-m
6792,צֹנֶה,"tsone', <i>tso-nay'</i>;  or tsoneh {tso-neh'}; for 'tso'n' (<a class=""SR"">H6629</a>); a flock:--sheep.","1) flock, sheep<br>Part of Speech: noun masculine<br>A Related Word by BDB/Strong's Number: for <a class='SR'>H6629</a>",
6793,צִנָּה,"tsinnah, <i>tsin-naw'</i>;  feminine of 'tsen' (<a class=""SR"">H6791</a>); a hook (as pointed); also a (large) shield (as if guarding by prickliness); also cold (as piercing):-- buckler, cold, hook, shield, target.","1) something piercing, hook, barb<br><div class=""s15p"">1a) meaning dubious</div>2) coolness, cold (of snow)<br>3) shield, large shield, buckler<br><div class=""s15p"">3a) shield</div>Part of Speech: noun feminine<br>A Related Word by BDB/Strong's Number: from <a class='SR'>H6791</a>",n-f
6794,צִנּוּר,"tsinnuwr, <i>tsin-noor'</i>;  from an unused root perhaps meaning to be hollow; a culvert:--gutter, water-spout.","1) pipe, spout, conduit, water conduit<br>Part of Speech: noun masculine<br>A Related Word by BDB/Strong's Number: from an unused root perhaps meaning to be hollow",n-m
6795,צָנַח,"tsanach, <i>tsaw-nakh'</i>;  a primitive root; to alight; (transitive) to cause to descend, i.e. drive down:--fasten, light (from off).","1) (Qal) to go down, descend<br>Part of Speech: verb<br>A Related Word by BDB/Strong's Number: a primitive root",v
6796,צָנִן,"tsaniyn, <i>tsaw-neen'</i>;  or tsanin {tsaw-neen'}; from the same as 'tsen' (<a class=""SR"">H6791</a>); a thorn:--thorn.","1) thorn, prick<br>Part of Speech: noun masculine<br>A Related Word by BDB/Strong's Number: from the same as <a class='SR'>H6791</a>",
6797,צָנִיפָה,"tsaniyph, <i>tsaw-neef'</i>;  or tsanowph {tsaw-nofe'}; or (feminine) tsaniyphah {tsaw-nee-faw'}; from 'tsanaph' (<a class=""SR"">H6801</a>); a head-dress (i.e. piece of cloth wrapped around):--diadem, hood, mitre.","1) turban, headdress<br>Part of Speech: noun masculine<br>A Related Word by BDB/Strong's Number: from <a class='SR'>H6801</a>",
6798,צָנַם,"tsanam, <i>tsaw-nam'</i>;  a primitive root; to blast or shrink:--withered.","1) (Qal) to dry up, harden, wither<br>Part of Speech: verb<br>A Related Word by BDB/Strong's Number: a primitive root",v
6799,צְנָן,"Tsnan, <i>tsen-awn'</i>;  probably for 'Tsa'anan' (<a class=""SR"">H6630</a>); Tsenan, a place near Palestine:--Zenan.","Zenan = ""pointed""<br>1) a town in the low country of Judah<br>Part of Speech: noun proper locative<br>A Related Word by BDB/Strong's Number: probably for <a class='SR'>H6630</a>",n-pr-loc
6800,צָנַע,"tsana`, <i>tsaw-nah'</i>;  a primitive root; to humiliate:--humbly, lowly.","1) to be humble, be modest, be lowly<br><div class=""s15p"">1a) (Qal) to show humility</div>2) (Hiphil) modest<br>Part of Speech: verb<br>A Related Word by BDB/Strong's Number: a primitive root",v
6801,צָנַף,"tsanaph, <i>tsaw-naf'</i>;  a primitive root; to wrap, i.e. roll or dress:--be attired, X surely, violently turn.","1) (Qal) to wrap, wrap or wind up together, wind around<br>Part of Speech: verb<br>A Related Word by BDB/Strong's Number: a primitive root",v
6802,צְנֵפָה,"tsnephah, <i>tsen-ay-faw'</i>;  from 'tsanaph' (<a class=""SR"">H6801</a>); a ball:--X toss.","1) winding, thing wrapped, ball<br>Part of Speech: noun feminine<br>A Related Word by BDB/Strong's Number: from <a class='SR'>H6801</a>",n-f
6803,צִנְצֶנֶת,"tsintseneth, <i>tsin-tseh'-neth</i>;  from the same as 'tsen' (<a class=""SR"">H6791</a>); a vase (probably a vial tapering at the top):--pot.","1) jar, pot, receptacle<br>Part of Speech: noun feminine<br>A Related Word by BDB/Strong's Number: from the same as <a class='SR'>H6791</a>",n-f
6804,צַנְתָּרָה,"tsantarah, <i>tsan-taw-raw'</i>;  probably from the same as 'tsinnuwr' (<a class=""SR"">H6794</a>); a tube:--pipe.","1) pipe<br><div class=""s15p"">1a) pipes feeding lamps with oil</div>Part of Speech: noun feminine<br>A Related Word by BDB/Strong's Number: probably from the same as <a class='SR'>H6794</a>",n-f
6805,צָעַד,"tsa`ad, <i>tsaw-ad'</i>;  a primitive root; to pace, i.e. step regularly; (upward) to mount; (along) to march; (down and causatively) to hurl:-- bring, go, march (through), run over.","1) to step, march, stride<br><div class=""s15p"">1a) (Qal) to step, march</div><div class=""s15p"">1b) (Hiphil) to cause to march</div>Part of Speech: verb<br>A Related Word by BDB/Strong's Number: a primitive root",v
6806,צַעַד,"tsa`ad, <i>tsah'-ad</i>;  from 'tsantarah' (<a class=""SR"">H6804</a>); a pace or regular step:--pace, step.","1) step, pace, stride<br><div class=""s15p"">1a) step, pace</div><div class=""s15p"">1b) step, steps (of course of life) (figuratively)</div>Part of Speech: noun masculine<br>A Related Word by BDB/Strong's Number: from <a class='SR'>H6804</a>",n-m
6807,צְעָדָה,"ts`adah, <i>tseh-aw-daw'</i>;  feminine of 'tsa`ad' (<a class=""SR"">H6806</a>); a march; (concretely) an (ornamental) ankle-chain:--going, ornament of the legs.","1) marching<br>2) armlet, anklet, stepping chains<br>Part of Speech: noun feminine<br>A Related Word by BDB/Strong's Number: from <a class='SR'>H6806</a>",n-f
6808,צָעָה,"tsa`ah, <i>tsaw-aw'</i>;  a primitive root; to tip over (for the purpose of spilling or pouring out), i.e. (figuratively) depopulate; by implication, to imprison or conquer; (reflexive) to lie down (for coitus):--captive exile, travelling, (cause to) wander(-er).","1) to stoop, bend, incline<br><div class=""s15p"">1a) (Qal)</div><div class=""s30p"">1a1) to stoop, bend</div><div class=""s30p"">1a2) to incline, tip</div><div class=""s15p"">1b) (Piel) to tip over</div>Part of Speech: verb<br>A Related Word by BDB/Strong's Number: a primitive root",v
6809,צָעִיף,"tsa`iyph, <i>tsaw-eef'</i>;  from an unused root meaning to wrap over; a veil:--vail.","1) wrapper, shawl, veil<br>Part of Speech: noun masculine<br>A Related Word by BDB/Strong's Number: from an unused root meaning to wrap over",n-m
6810,צָעוֹר,"tsa`iyr, <i>tsaw-eer'</i>;  or tsanowr {tsaw-ore'}; from 'tsa`ar' (<a class=""SR"">H6819</a>); little; (in number) few; (in age) young, (in value) ignoble:--least, little (one), small (one), + young(-er, -est).","1) little, insignificant, young<br><div class=""s15p"">1a) little, insignificant</div><div class=""s15p"">1b) insignificant, mean</div><div class=""s15p"">1c) young, younger, youngest</div>Part of Speech: adjective<br>A Related Word by BDB/Strong's Number: from <a class='SR'>H6819</a>",
6811,צָעִיר,"Tsa`iyr, <i>tsaw-eer'</i>;  the same as 'tsa`iyr' (<a class=""SR"">H6810</a>); Tsair, a place in Idumaea:--Zair.","Zair = ""small""<br>1) a city in Edom<br>Part of Speech: noun proper locative<br>A Related Word by BDB/Strong's Number: the same as <a class='SR'>H6810</a>",n-pr-loc
6812,צְעִירָה,"ts`iyrah, <i>tseh-ee-raw'</i>;  feminine of 'tsa`iyr' (<a class=""SR"">H6810</a>); smallness (of age), i.e. juvenility:--youth.",1) youth<br>Part of Speech: noun feminine<br>A Related Word by BDB/Strong's Number: from <a class='SR'>H6810</a>,n-f
6813,צָעַן,"tsa`an, <i>tsaw-an'</i>;  a primitive root; to load up (beasts), i.e. to migrate:--be taken down.","1) (Qal) to wander, travel<br>Part of Speech: verb<br>A Related Word by BDB/Strong's Number: a primitive root",v
6814,צֹעַן,"Tso`an, <i>tso'-an</i>;  of Egyptian derivation; Tsoan, a place in Egypt:--Zoan.","Zoan = ""place of departure""<br>1) an ancient city of lower Egypt called Tanis by the Greeks; located on the eastern bank of the Tanitic branch of the Nile; the capital of the Shepherd dynasty, built 7 years after Hebron and existing before Abraham and the dwelling place of the Pharaoh at the time of the exodus<br><div class=""s15p"">1a) modern 'San'</div>Part of Speech: noun proper locative<br>A Related Word by BDB/Strong's Number: of Egyptian derivation",n-pr-loc
6815,צַעֲנַיִם,"Tsa`ananniym, <i>tsah-an-an-neem'</i>;  or (dual) Tsaeanayim {tsah-an-ah'-yim}; plural from 'tsa`an' (<a class=""SR"">H6813</a>); removals; Tsaanannim or Tsaanajim, a place in Palestine:--Zaannannim, Zaanaim.","Zaanannim or Zaanaim = ""removings""<br>1) a place in Naphtali near Kedesh<br>Part of Speech: noun proper locative<br>A Related Word by BDB/Strong's Number: plural from <a class='SR'>H6813</a>",
6816,צַעְצֻעַ,"tsa`tsua`, <i>tsah-tsoo'-ah</i>;  from an unused root meaning to bestrew with carvings; sculpture:--image (work).","1) things formed, images, sculpted figures<br>Part of Speech: noun masculine<br>A Related Word by BDB/Strong's Number: from an unused root meaning to bestrew with carvings",n-m
6817,צָעַק,"tsa`aq, <i>tsaw-ak'</i>;  a primitive root; to shriek; (by implication) to proclaim (an assembly):--X at all, call together, cry (out), gather (selves) (together).","1) to cry, cry out, call, cry for help<br><div class=""s15p"">1a) (Qal)</div><div class=""s30p"">1a1) to cry, cry out (for help)</div><div class=""s30p"">1a2) to cry, cry out (in distress or need)</div><div class=""s30p"">1a3) to make outcry, clamour</div><div class=""s15p"">1b) (Niphal) to be summoned</div><div class=""s15p"">1c) (Piel) to cry aloud (in grief)</div><div class=""s15p"">1d) (Hiphil) to call together</div>Part of Speech: verb<br>A Related Word by BDB/Strong's Number: a primitive root",v
6818,צַעֲקָה,"tsa`aqah, <i>tsah-ak-aw'</i>;  from 'tsa`aq' (<a class=""SR"">H6817</a>); a shriek:--cry(-ing).","1) cry, outcry<br><div class=""s15p"">1a) outcry (against)</div><div class=""s15p"">1b) cry of distress (especially as heard by God)</div>Part of Speech: noun feminine<br>A Related Word by BDB/Strong's Number: from <a class='SR'>H6817</a>",n-f
6819,צָעַר,"tsa`ar, <i>tsaw-ar'</i>;  a primitive root; to be small, i.e. (figuratively) ignoble:--be brought low, little one, be small.","1) to be or grow insignificant, grow small<br><div class=""s15p"">1a) (Qal) to ge insignificant</div>Part of Speech: verb<br>A Related Word by BDB/Strong's Number: a primitive root",v
6820,צֹעַר,"Tso`ar, <i>tso'ar</i>;  from 'tsa`ar' (<a class=""SR"">H6819</a>); little; Tsoar, a place East of the Jordan:--Zoar.","Zoar = ""insignificance""<br>1) a city at the southeast end of the Dead Sea grouped with Sodom and Gomorrah as being one of the 5 cities slated for destruction by God; spared at Lot's plea as his place of refuge<br>Part of Speech: noun proper locative<br>A Related Word by BDB/Strong's Number: from <a class='SR'>H6819</a>",n-pr-loc
6821,צָפַד,"tsaphad, <i>tsaw-fad'</i>;  a primitive root; to adhere:--cleave.","1) to draw together, contract, draw up<br><div class=""s15p"">1a) (Qal) to draw up, contract, shrivel</div>Part of Speech: verb<br>A Related Word by BDB/Strong's Number: a primitive root",v
6822,צָפָה,"tsaphah, <i>tsaw-faw'</i>;  a primitive root; properly, to lean forward, i.e. to peer into the distance; by implication, to observe, await:-- behold, espy, look up (well), wait for, (keep the) watch(-man).","1) to look out or about, spy, keep watch, observe, watch<br><div class=""s15p"">1a) (Qal) to keep watch, spy</div><div class=""s15p"">1b) (Piel) to watch, watch closely</div>Part of Speech: verb<br>A Related Word by BDB/Strong's Number: a primitive root",v
6823,צָפָה,"tsaphah, <i>tsaw-faw'</i>;  a primitive root (probably identical with 'tsaphah' (<a class=""SR"">H6822</a>) through the idea of expansion in outlook, transferring to action); to sheet over (especially with metal):--cover, overlay.","1) to lay out, lay over, overlay, cover<br><div class=""s15p"">1a) (Piel) to overlay, plate, stud</div><div class=""s15p"">1b) (Pual) to be laid over</div>Part of Speech: verb<br>A Related Word by BDB/Strong's Number: a primitive root [probably identical with <a class='SR'>H6822</a> through the idea of expansion in outlook, transferring to action]",v
6824,צָפָה,"tsaphah, <i>tsaw-faw'</i>;  from 'tsaphah' (<a class=""SR"">H6823</a>); an inundation (as covering):--X swimmest.","1) outflow, overflow, discharge<br>Part of Speech: noun feminine<br>A Related Word by BDB/Strong's Number: from <a class='SR'>H6823</a>",n-f
6825,צְפִי,"Tsphow, <i>tsef-o'</i>;  or Tsphiy {tsef-ee'}; from 'tsaphah' (<a class=""SR"">H6822</a>); observant; Tsepho or Tsephi, an Idumaean:--Zephi, Zepho.","Zepho or Zephi = ""watch-tower""<br>1) son of Eliphaz and grandson of Esau and one of the chiefs of the Edomites<br>Part of Speech: noun proper masculine<br>A Related Word by BDB/Strong's Number: from <a class='SR'>H6822</a>",
6826,צִפּוּי,"tsippuwy, <i>tsip-poo'-ee</i>;  from 'tsaphah' (<a class=""SR"">H6823</a>); encasement (with metal):--covering, overlaying.","1) plating (of metal), metal plating<br>Part of Speech: noun masculine<br>A Related Word by BDB/Strong's Number: from <a class='SR'>H6823</a>",n-m
6827,צְפוֹן,"Tsphown, <i>tsef-one'</i>;  probably for 'Tsiphyown' (<a class=""SR"">H6837</a>); Tsephon, an Israelite:--Zephon.","Zephon = ""treasure""<br>1) a son of Gad and progenitor of the family of Zephonites<br>Part of Speech: noun proper masculine<br>A Related Word by BDB/Strong's Number: probably for <a class='SR'>H6837</a>",n-pr-m
6828,צָפֹן,"tsaphown, <i>tsaw-fone'</i>;  or tsaphon {tsaw-fone'}; from 'tsaphan' (<a class=""SR"">H6845</a>); properly, hidden, i.e. dark; used only of the north as a quarter (gloomy and unknown):--north(-ern, side, -ward, wind).","1) north (of direction), northward<br><div class=""s15p"">1a) north</div><div class=""s15p"">1b) northward</div>Part of Speech: noun feminine<br>A Related Word by BDB/Strong's Number: from <a class='SR'>H6845</a>",
6829,צָפוֹן,"Tsaphown, <i>tsaw-fone'</i>;  the same as 'tsaphown' (<a class=""SR"">H6828</a>); boreal; Tsaphon, a place in Palestine:--Zaphon.","Zaphon = ""north""<br>1) a city in Gad east of the Sea of Galilee on the east bank of the Jordan<br>Part of Speech: noun proper locative<br>A Related Word by BDB/Strong's Number: the same as <a class='SR'>H6828</a>",n-pr-loc
6830,צְפוֹנִי,"tsphowniy, <i>tsef-o-nee'</i>;  from 'tsaphown' (<a class=""SR"">H6828</a>); northern:--northern.","1) northern (adjective)<br>2) northern one, northerner (substantive) (noun masculine)<br>Part of Speech: see above in Definition<br>A Related Word by BDB/Strong's Number: from <a class='SR'>H6828</a>",a
6831,צְפוֹנִי,"Tsphowniy, <i>tsef-o-nee'</i>;  patronymically from 'Tsphown' (<a class=""SR"">H6827</a>); a Tsephonite, or (collectively) descendants of Tsephon:--Zephonites.","Zephonites = see Zephon ""treasure""<br>1) descendants of Zephon, the son of Gad<br>Part of Speech: adjective proper<br>A Related Word by BDB/Strong's Number: patronymically from <a class='SR'>H6827</a>",a
6832,צְפוּעַ,"tsphuwa`, <i>tsef-oo'-ah</i>;  from the same as 'tsepha`' (<a class=""SR"">H6848</a>); excrement (as protruded):--dung.","1) dung (of cattle), manure, cattle dung<br>Part of Speech: noun masculine<br>A Related Word by BDB/Strong's Number: from the same as <a class='SR'>H6848</a>",n-m
6833,צִפֹּר,"tsippowr, <i>tsip-pore'</i>;  or tsippor {tsip-pore'}; from 'tsaphar' (<a class=""SR"">H6852</a>); a little bird (as hopping):--bird, fowl, sparrow.","1) bird, fowl<br><div class=""s15p"">1a) bird (singular)</div><div class=""s15p"">1b) birds (collective)</div>Part of Speech: noun feminine<br>A Related Word by BDB/Strong's Number: from <a class='SR'>H6852</a>",
6834,צִפּוֹר,"Tsippowr, <i>tsip-pore'</i>;  the same as 'tsippowr' (<a class=""SR"">H6833</a>); Tsippor, a Moabite:--Zippor.","Zippor = ""sparrow""<br>1) father of Balak the king of Moab at the time of the exodus<br>Part of Speech: noun proper masculine<br>A Related Word by BDB/Strong's Number: the same as <a class='SR'>H6833</a>",n-pr-m
6835,צַפַּחַת,"tsappachath, <i>tsap-pakh'-ath</i>;  from an unused root meaning to expand; a saucer (as flat):--cruse.","1) jar, jug (for liquids)<br>Part of Speech: noun feminine<br>A Related Word by BDB/Strong's Number: from an unused root meaning to expand",n-f
6836,צְפִיָּה,"tsphiyah, <i>tsef-ee-yaw'</i>;  from 'tsaphah' (<a class=""SR"">H6822</a>); watchfulness:--watching.","1) lookout post, lookout, watchtower<br>Part of Speech: noun feminine<br>A Related Word by BDB/Strong's Number: from <a class='SR'>H6822</a>",n-f
6837,צִפְיוֹן,"Tsiphyown, <i>tsif-yone'</i>;  from 'tsaphah' (<a class=""SR"">H6822</a>); watch-tower; Tsiphjon, an Israelite:--Ziphion. Compare 'Tsphown' (<a class=""SR"">H6827</a>).","Ziphion = ""lookout""<br>1) a son of Gad and progenitor of the family of Zephonites<br><div class=""s15p"">1a) also 'Zephon'</div>Part of Speech: noun proper masculine<br>A Related Word by BDB/Strong's Number: from <a class='SR'>H6822</a>",n-pr-m
6838,צַפִּיחִת,"tsappiychith, <i>tsap-pee-kheeth'</i>;  from the same as 'tsappachath' (<a class=""SR"">H6835</a>); a flat thin cake:--wafer.","1) flat cake, wafer<br>Part of Speech: noun feminine<br>A Related Word by BDB/Strong's Number: from the same as <a class='SR'>H6835</a>",n-f
6839,צֹפִים,"Tsophiym, <i>tso-feem'</i>;  plural of active participle of 'tsaphah' (<a class=""SR"">H6822</a>); watchers; Tsophim, a place East of the Jordan:--Zophim.","Zophim = ""watchers""<br>1) a spot on or near the top of Pisgah, the site of Balaam's oracles<br>Part of Speech: noun proper locative<br>A Related Word by BDB/Strong's Number: plural of active participle of <a class='SR'>H6822</a>",n-pr-loc
6840,צָפִין,"tsaphiyn, <i>tsaw-feen'</i>;  from 'tsaphan' (<a class=""SR"">H6845</a>); a treasure (as hidden):--hid.","1) treasure, a hidden thing<br>Part of Speech: noun masculine<br>A Related Word by BDB/Strong's Number: from <a class='SR'>H6845</a>",n-m
6841,צְפִיר,"tsphiyr, <i>tsef-eer'</i>;  (Aramaic) corresponding to 'tsaphiyr' (<a class=""SR"">H6842</a>); a he-goat:--he (goat).",1) he-goat<br>Part of Speech: noun masculine<br>A Related Word by BDB/Strong's Number: corresponding to <a class='SR'>H6842</a>,n-m
6842,צָפִיר,"tsaphiyr, <i>tsaw-feer'</i>;  from 'tsaphar' (<a class=""SR"">H6852</a>); a male goat (as prancing):--(he) goat.",1) he-goat<br>Part of Speech: noun masculine<br>A Related Word by BDB/Strong's Number: from <a class='SR'>H6852</a>,n-m
6843,צְפִירָה,"tsphiyrah, <i>tsef-ee-raw'</i>;  feminine formed like 'tsaphiyr' (<a class=""SR"">H6842</a>); a crown (as encircling the head); also a turn of affairs (i.e. mishap):--diadem, morning.","1) plait, chaplet, wreath, crown<br><div class=""s15p"">1a) plait, coronet, diadem</div>Part of Speech: noun feminine<br>A Related Word by BDB/Strong's Number: formed like <a class='SR'>H6842</a>",n-f
6844,צָפִית,"tsaphiyth, <i>tsaw-feeth'</i>;  from 'tsaphah' (<a class=""SR"">H6822</a>); a sentry:--watchtower.","1) rug, carpet<br>2) (CLBL) watch<br>Part of Speech: noun feminine<br>A Related Word by BDB/Strong's Number: from <a class='SR'>H6822</a>",n-f
6845,צָפַן,"tsaphan, <i>tsaw-fan'</i>;  a primitive root; to hide (by covering over); by implication, to hoard or reserve; figuratively to deny; specifically (favorably) to protect, (unfavorably) to lurk:--esteem, hide(-den one, self), lay up, lurk (be set) privily, (keep) secret(-ly, place).","1) to hide, treasure, treasure or store up<br><div class=""s15p"">1a) (Qal)</div><div class=""s30p"">1a1) to hide, treasure, treasure up</div><div class=""s30p"">1a2) to lie hidden, lurk</div><div class=""s15p"">1b) (Niphal) to be hidden, be stored up</div><div class=""s15p"">1c) (Hiphil) to hide, hide from discovery</div>Part of Speech: verb<br>A Related Word by BDB/Strong's Number: a primitive root",v
6846,צְפַנְיָהוּ,"Tsphanyah, <i>tsef-an-yaw'</i>;  or Tsphanyahuw {tsef-an-yaw'-hoo}; from 'tsaphan' (<a class=""SR"">H6845</a>) and 'Yahh' (<a class=""SR"">H3050</a>); Jah has secreted; Tsephanjah, the name of four Israelites:--Zephaniah.","Zephaniah = ""Jehovah has treasured""<br>1) the 9th in order of the 12 minor prophets; descendant of king Hezekiah of Judah and prophet in the time of king Josiah of Judah<br>2) son of Maaseiah and second priest in the reign of king Zedekiah of Judah; succeeded Jehoiada and an officer of the temple; slain at Riblah on the capture of Jerusalem<br>3) father of Josiah and Hen in the time of the prophet Zechariah<br>4) a Levite<br>Part of Speech: noun proper masculine<br>A Related Word by BDB/Strong's Number: from <a class='SR'>H6845</a> and <a class='SR'>H3050</a>",
6847,צׇפְנַת פַּעְנֵחַ,"Tsophnath Pa`neach, <i>tsof-nath' pah-nay'-akh</i>;  of Egyptian derivation; Tsophnath-Paneach, Joseph's Egyptian name:--Zaphnath-paaneah.","Zaphnath-paaneah = ""treasury of the glorious rest""<br>1) a name given by Pharaoh to Joseph<br>Part of Speech: noun proper masculine<br>A Related Word by BDB/Strong's Number: of Egyptian derivation",n-pr-m
6848,צֶפַע,"tsepha`, <i>tseh'-fah; or tsiph<oniy {tsif-o-nee'<="""" i=""""></oniy></i>;  from an unused root meaning to extrude; a viper (as thrusting out the tongue, i.e. hissing):--adder, cockatrice.","1) poisonous serpent<br><div class=""s15p"">1a) a viper snake or adder</div>Part of Speech: noun masculine<br>A Related Word by BDB/Strong's Number: from an unused root meaning to extrude",n-m
6849,צְפִעָה,"tsphi`ah, <i>tsef-ee-aw'</i>;  feminine from the same as 'tsepha`' (<a class=""SR"">H6848</a>); an outcast thing:--issue.","1) offshoot, leaf, shoot<br><div class=""s15p"">1a) meaning dubious</div>Part of Speech: noun feminine<br>A Related Word by BDB/Strong's Number: from the same as <a class='SR'>H6848</a>",n-f
6850,צָפַף,"tsaphaph, <i>tsaw-faf'</i>;  a primitive root; to coo or chirp (as a bird):--chatter, peep, whisper.","1) (Pilpel) to chirp, peep<br><div class=""s15p"">1a) of birds</div><div class=""s15p"">1b) of ghosts</div>Part of Speech: verb<br>A Related Word by BDB/Strong's Number: a primitive root",v
6851,צַפְצָפָה,"tsaphtsaphah, <i>tsaf-tsaw-faw'</i>;  from 'tsuwph' (<a class=""SR"">H6687</a>); a willow (as growing in overflowed places):--willow tree.","1) a kind of willow, willow tree<br>Part of Speech: noun feminine<br>A Related Word by BDB/Strong's Number: from <a class='SR'>H6687</a>",n-f
6852,צָפַר,"tsaphar, <i>tsaw-far'</i>;  a primitive root; to skip about, i.e. return:--depart early.","1) (Qal) to go early, depart early<br><div class=""s15p"">1a) meaning dubious</div>Part of Speech: verb<br>A Related Word by BDB/Strong's Number: a primitive root",v
6853,צְפַר,"tsphar, <i>tsef-ar'</i>;  (Aramaic) corresponding to 'tsippowr' (<a class=""SR"">H6833</a>); a bird. -- bird.",1) bird<br>Part of Speech: noun masculine<br>A Related Word by BDB/Strong's Number: corresponding to <a class='SR'>H6833</a>,n-m
6854,צְפַרְדֵּעַ,"tsphardea`, <i>tsef-ar-day'-ah</i>;  from 'tsaphar' (<a class=""SR"">H6852</a>) and a word elsewhere unused meaning a swamp; a marsh-leaper, i.e. frog:--frog.",1) frogs<br>Part of Speech: noun feminine<br>A Related Word by BDB/Strong's Number: from <a class='SR'>H6852</a> and a word elsewhere unused meaning a swamp,n-f
6855,צִפֹּרָה,"Tsipporah, <i>tsip-po-raw'</i>;  feminine of 'tsippowr' (<a class=""SR"">H6833</a>); bird; Tsipporah, Moses' wife:--Zipporah.","Zipporah = ""bird""<br>1) daughter of Reuel or Jethro, wife of Moses, and mother of Gershom and Eliezer<br>Part of Speech: noun proper feminine<br>A Related Word by BDB/Strong's Number: from <a class='SR'>H6833</a>",n-pr-f
6856,צִפֹּרֶן,"tsipporen, <i>tsip-po'-ren</i>;  from 'tsaphar' (<a class=""SR"">H6852</a>) (in the denominative sense (from 'tsippowr' (<a class=""SR"">H6833</a>)) of scratching); properly, a claw, i.e. (human) nail; also the point of a style (or pen, tipped with adamant):--nail, point.","1) fingernail, stylus point<br><div class=""s15p"">1a) finger-nail</div><div class=""s15p"">1b) point (of a diamond)</div>Part of Speech: noun masculine<br>A Related Word by BDB/Strong's Number: from <a class='SR'>H6852</a> (in the denominative sense [from <a class='SR'>H6833</a>] of scratching)",n-m
6857,צְפַת,"Tsphath, <i>tsef-ath'</i>;  from 'tsaphah' (<a class=""SR"">H6822</a>); watch-tower; Tsephath, a place in Palestine:--Zephath.","Zephath = ""watch-tower""<br>1) a Canaanite city in Simeon renamed Hormah by the Israelites<br>Part of Speech: noun proper locative<br>A Related Word by BDB/Strong's Number: from <a class='SR'>H6822</a>",n-pr-loc
6858,צֶפֶת,"tsepheth, <i>tseh'-feth</i>;  from an unused root meaning to encircle; a capital of a column:--chapiter.",1) plated capital (of pillar)<br>Part of Speech: noun feminine<br>A Related Word by BDB/Strong's Number: from an unused root meaning to encircle,n-f
6859,צְפָתָה,"Tsphathah, <i>tsef-aw'-thaw</i>;  the same as 'Tsphath' (<a class=""SR"">H6857</a>); Tsephathah, a place in Palestine:--Zephathah.","Zephathah = ""watch-tower""<br>1) a valley in western Judah<br>Part of Speech: noun proper locative<br>A Related Word by BDB/Strong's Number: the same as <a class='SR'>H6857</a>",n-pr-loc
6860,צִיקלַג,"Tsiqlag, <i>tsik-lag'</i>;  or Tsiyqlag (1 Chronicles 12:1,20) {tsee-kel-ag'}; of uncertain derivation: Tsiklag or Tsikelag, a place in Palestine:--Ziklag.","Ziklag = ""winding""<br>1) a town in the south of Judah, later allotted to Simeon; noted for its having been the city of David given to him by king Achish of Gath and his residence when he was joined by many of his mighty warriors and when he received word of the death of Saul<br>Part of Speech: noun proper locative<br>A Related Word by BDB/Strong's Number: of uncertain derivation",
6861,צִקְלֹן,"tsiqlon, <i>tsik-lone'</i>;  from an unused root meaning to wind; a sack (as tied at the mouth):--husk.","1) sack, bag<br><div class=""s15p"">1a) meaning dubious</div>Part of Speech: noun masculine<br>A Related Word by BDB/Strong's Number: from an unused root meaning to wind",n-m
