id,vid,tekst,type
627,48003018,"<b>Aan Abraham heeft God echter door belofte<span class=""Apple-converted-space"">&nbsp;</span><a class=""mw"">genade</a><span class=""Apple-converted-space"">&nbsp;</span>geschonken</b><span><span class=""Apple-converted-space"">&nbsp;</span>– het werkwoord heeft<span class=""Apple-converted-space"">&nbsp;</span></span><a class=""mw"">genade</a><span><span class=""Apple-converted-space"">&nbsp;</span>geschonken staat hier in een Griekse werkwoordsvorm die een voltooide handeling uitdrukt, maar ook nadruk kan leggen op het gevolg ervan (voor de kenners: een perfectum). Niet alleen laat het zien dat voor de wet God de belofte in<span class=""Apple-converted-space"">&nbsp;</span></span><a class=""mw"">genade</a><span><span class=""Apple-converted-space"">&nbsp;</span>geschonken had, en dat afgesloten was, voordat de wet dus al kwam, maar ook dat die geschonken<span class=""Apple-converted-space"">&nbsp;</span></span><a class=""mw"">genade</a><span><span class=""Apple-converted-space"">&nbsp;</span>nu nog steeds werkzaam is.</span>",0
628,48004001,"<div>In de verzen 1 tot 7 wordt het beeld van de wet als kindergeleider tot Christus uit <a class=""l"">3:23-29</a> verder uitgewerkt. Nu wordt de tijd van de wet tot de komst van Christus en de tijd na het komen van Christus en daarmee het <a class=""mw"">geloof</a> (<a class=""l"">3:23</a>) tegenover elkaar gezet, in het beeld een onmondige en slaaf onder een kindergeleider tegenover een volwassen zoon.</div>",7
629,48004001,"<div><b>lotdeelbezitter</b> – Zie voetnoot bij <a class=""dl"" name=""VOETNOTEN_48003018"" contenteditable=""false"">Gal 3:18</a>.</div>",0
630,48004001,"<b>is hij niet van meer belang dan een slaaf</b><span><span class=""Apple-converted-space"">&nbsp;</span>– In de Grieks-Romeinse samenleving hadden kinderen weinig waarde (zie ook voetnoot bij<span class=""Apple-converted-space"">&nbsp;</span></span><a class=""dl"" name=""VOETNOTEN_47001003"" contenteditable=""false"">2Kor 1:3</a><span>). Hoewel hij als zoon het bezit van zijn Vader zou overnemen, en daarom nu al<span class=""Apple-converted-space"">&nbsp;</span></span><b>heer is van alles</b><span>, kon hij daar nog geen aanspraak op maken voor hij volwassen zou worden.</span>",2
631,48004001,"<div><b>is hij niet van meer belang dan een slaaf, terwijl hij heer is van alles</b> –&nbsp;Deze positie&nbsp;was de positie van Israël onder de wet. Van hun was het zoonschap en de heerlijkheid en de verbonden (Rom 9:4), zij hadden de belofte gekregen van geloof, maar dit zouden ze pas in de toekomst verkrijgen. Hun voorrechten en verantwoordelijkheden werden afgestemd op hun mate van volwassenheid. Tot de wet hen onder streng toezicht had voorbereid op de komst van Christus (zie voetnoot bij<span class=""Apple-converted-space"">&nbsp;</span><a class=""dl"" name=""VOETNOTEN_48003023"" contenteditable=""false"">Gal 3:23</a>), waren zij nog onmondig, minderjarig, en hadden daarom nog geen beschikking over wat het beloofd was.</div>",3
632,48004002,"<div><b>toezichthouders en beheerders</b> – Hier worden twee nieuwe beschrijvingen toegevoegd om de wet in de tijd voor Christus te beschrijven. Eerder werd ze al de kindergeleider genoemd, hier ook toezichthouder en beheerder. Een&nbsp;<a class=""ghw"" name=""G_l_1913"" contenteditable=""false""><span class=""ncv-GH""><span class=""translit"">epitropos</span><span class=""Greek"">επιτροπος</span></span></a>, een <i>bestuurder</i>, hier vertaald als <i>toezichthouder</i>, was een titel die gebruikt werd voor allerlei bestuurlijke functies (<a class=""l"">Mat 20:8</a>), zoals voor gouverneurs en procuratoren, maar ook voor hen die iemands voogd waren of toezicht hielden. In <a class=""l"">Luk 8:3</a> wordt het gebruikt voor Chuzas, die toezicht hield over het bezit van Herodus. Een <i>beheerder</i>,&nbsp;<a class=""ghw"" name=""G_l_3674"" contenteditable=""false""><span class=""ncv-GH""><span class=""translit"">oikonomos</span><span class=""Greek"">οικονομος</span></span></a>, is een meer algemeen woord voor iemand die toezicht over een huishouden hield. Vaak waren dit slaven die het bezit van hun heer beheerder (<a class=""l"">Luk 12:42</a>; <a class=""l"">16:1-8</a>). In <a class=""l"">Rom 16:23</a> wijst het op iemand die voor de stad de bezittingen beheerde.</div><div><br></div><div>Beide woorden liggen dus in het verlengde van de kindergeleider, maar passen beter bij het beeld hier van de onmondige die nog geen aanspraak kan maken op zijn lotdeel, en onder toezichthouders wordt gesteld die het lotdeel beheren en de onmondige begeleiden.</div>",0
633,48004003,"<div><b>ook wíj</b> – Hier spreekt Paulus weer tot hen die onder de wet waren (vers 5; verg <a class=""l"">Rom 2:12</a>; <a class=""l"">3:19</a>), het volk (zie voetnoot bij <a class=""dl"" name=""VOETNOTEN_48003026"" contenteditable=""false"">Gal 3:26</a>).</div>",0
634,48004003,"<div><b>de grondregels van de wereld</b> – Wat er precies met deze frase bedoeld wordt is iets waarover veel verschillende uitleggingen zijn. Het woord hier, <a class=""ghw"" name=""G_l_4960"" contenteditable=""false""><span class=""ncv-GH""><span class=""translit"">stoikheion</span><span class=""Greek"">στοιχειον</span></span></a>, is een woord dat eerder in de Griekse filosofie gebruikt werd om op de elementen van de wereld, van de kosmos, te wijzen (aarde, lucht, vuur en water). In bredere zin kon dit gebruikt worden voor dingen die als basis of elementair gezien werden. Zo werd het wel gebruikt voor de letters van het alfabet, simpele geluiden, basisargumenten in de logica etc. In <a class=""l"">Heb 5:12</a> wordt het gebruikt om op de beginselen van het onderwijs uit Gods woord te spreken.</div><div><br></div><div>Hier echter lezen we over de grondbeginselen of grondregels <i>van de wereld</i>. Deze toevoeging maakt het vinden van de juiste interpretatie lastig. In de context lijkt het gewoon een andere manier om naar de wet te wijzen. Het gaat hier namelijk over iets waaronder ze tot slaaf gemaakt waren tot Christus ze onder de wet vandaan vrijkocht, en de wet wordt ook gezien als een juk van slavernij (<a class=""l"">5:1</a>). De wet wordt wel eens de wet van Mozes genoemd, of de woorden van God, maar elders niet <i>van de wereld</i>. Zo spreekt een Griekse schrijver, Diogenes, over ""twaalf onsterfelijke <a class=""ghw"" name=""G_i_16305"" contenteditable=""false""><span class=""ncv-GH""><span class=""translit"">stoikheia</span><span class=""Greek"">στοιχεια</span></span></a>"", daarmee verwijzend naar de sterrenbeelden in de dierenriem.</div><div><br></div><div>Anderen beschouwen het als een bredere omschrijving van religieuze beginsels, zowel Joodse als heidense (vers 9), die Paulus allebei als slavernij omschrijft (zie ook vers 8). Het gaat echter pas in vers 8 over <i>jullie</i>, de niet-Joden, de gelovigen uit de heidenen, die niet onder de wet stonden (<a class=""l"">Rom 2:14</a>). Anderen gaan terug naar de elementen van de wereld, die soms in de oudheid ook aanbeden werden, en menen dat Paulus spreekt over de religie van de aanbidding van de elementen of <a class=""mw"">geesten</a> die de basis van de wereld vormen, vandaar ook dat sommige vertalingen verwijzen naar de aanbidding van de sterren of&nbsp;<i>wereldgeesten</i>. Het waren deze sterren of geesten waarvan geloofd werd dat ze het leven van mensen stuurden, denk ook aan astrologie.</div><div><br></div><div>De context hier wijst onmiskenbaar naar de wet, en bestempelt die als een elementair principe van de wereld. Dat in de verzen 8 en 9 hetzelfde woord voor de heidense godsdienst wordt gebruikt is niet helemaal vreemd, want ze vertonen in de praktijk veel overeenkomsten. Men dacht door je goed aan bepaalde regels te houden geluk of zegen te kunnen afdwingen. Er was sprake van het houden van dagen, maanden, periodes en jaren (zie ook <a class=""dl"" name=""VOETNOTEN_48004010"" contenteditable=""false"">Gal 4:10</a>). Het onderliggende principe van beide godsdiensten is dat ze niet in staat zijn leven te geven, maar hun onderdanen gevangen houden, wijzen op hun fouten, en juist meer overtredingen veroorzaken.</div>",0
635,48004004,"<div><b>het complement van de tijd</b> – Het woord voor <i>complement</i>,&nbsp;<a class=""ghw"" name=""G_l_4285"" contenteditable=""false""><span class=""ncv-GH""><span class=""translit"">plērōma</span><span class=""Greek"">πληρωμα</span></span></a>, wijst op op <i>vol</i>, <i>dat wat vol maakt</i>, vandaar: complement. De uitdrukking hier, het complement van de tijd, zouden we dus wellicht ook kunnen weergeven als de <i>vervulling van de tijd</i>. Toen de tijd onder de wet compleet was, vol was, en het volk was voorbereid (zie voetnoot bij <a class=""dl"" name=""VOETNOTEN_48003019"" contenteditable=""false"">Gal 3:19</a>), toen <b>zond God Zijn zoon af</b>. Dit was op het door de Vader vastgestelde tijdstip (vers 2). Vergelijk ook <a class=""l"">Efe 1:10</a>.</div>",0
636,48004004,"<div><b>geboren uit een vrouw</b> – Jezus had niet alleen het uiterlijk van een mens aangenomen, zoals engelen dat wel eens doen, Hij is daadwerkelijk mens geworden, en is geboren zoals wij (vergelijk echter <a class=""l"">Fil 2:7</a>). En Hij werd <b>onder de wet</b> geboren, opdat Hij de wet kon vervullen (<a class=""l"">Mat 5:17</a>; <a class=""l"">Rom 8:2-4</a>).</div>",3
637,48004005,"<div>Christus heeft <b>hen, die onder de wet</b> waren, het volk, met Zijn offer vrijgekocht van de vloek van de wet, zoals in die tijd slaven konden worden vrijgekocht van hun meester. Dit deed Hij door zelf een vloek te worden&nbsp;<span>(zie tekst en voetnoot bij<span class=""Apple-converted-space"">&nbsp;</span></span><a class=""dl"" name=""VOETNOTEN_48003013"" contenteditable=""false"">Gal 3:13</a><span>). Daardoor stierven zij voor de wet, waarna ze in een nieuw leven opstonden, levend voor God (<a class=""l"">2:19,20</a>). Daarmee kwam de tijd onder de kindergeleider tot een eind, en waren ze niet meer onmondigen maar zonen (<a class=""l"">3:25,26</a>).&nbsp;</span></div>",4
638,48004006,"<div><b>de<span class=""Apple-converted-space"">&nbsp;</span><a class=""mw"">geest</a><span class=""Apple-converted-space"">&nbsp;</span>van Zijn Zoon ... die roept: ""Abba! Vader!""</b>&nbsp;– Het is de geest&nbsp;&nbsp;die ons ervan overtuigt dat God onze Vader is.&nbsp;Abba is daarbij het Aramese woord voor pappa, wat op de intieme relatie duidt die wij door de <a class=""mw"">geest</a> van Zijn Zoon mogen hebben met God (verg. <a class=""l"">Mar 14:36</a>). In <a class=""l"">Rom 8:15</a> wordt deze <a class=""mw"">geest</a> <i>de <a class=""mw"">geest</a> van zoonschap</i> genoemd.</div><div><br></div><div>Het is interessant dat we hier lezen dat de geest niet slechts bekendmaakt of overtuigt, maar echt roept. Als we erkennen dat God onze Vader is, en wij Zijn zonen, en de liefde van Vader erkennen, dan roept die geest en ons hart in ons, Abba, pappa! Zo verbindt de geest ons als gelovige aan het liefhebbende hart van Vader.</div>",3
639,48004006,"<div><b>de<span class=""Apple-converted-space"">&nbsp;</span><a class=""mw"">geest</a><span class=""Apple-converted-space"">&nbsp;</span>van Zijn Zoon</b>&nbsp;– Al zullen velen bij deze uitdrukking&nbsp;denken aan de <a class=""mw"">heilige</a> <a class=""mw"">geest</a>, is het goed aandacht te besteden aan de verschillende <a class=""mw"">geesten</a> die in ons werkzaam zijn, of tenminste de verschillende uitdrukkingen die ervoor gegeven worden.&nbsp;</div><div><i><br></i></div><div><i>De <a class=""mw"">geest</a> van Zijn Zoon</i> en <i>de <a class=""mw"">geest</a> van het zoonschap</i> (<a class=""l"">Rom 8:14-17</a>) getuigen ons dat we zonen van God zijn, en laten ons Hem aanspreken als Vader. In <a class=""l"">Rom 8:9-11</a> lezen we over <i>de <a class=""mw"">geest</a> van Christus</i>, die het bewijs is dat we van Christus zijn en die onze eigen <a class=""mw"">geest</a> opwekt. Het is vervolgens <i>de <a class=""mw"">geest</a> van Hem Die Christus Jezus heeft opgewekt uit de doden</i>, God, die ook onze stervende lichamen levend maakt. Paulus bidt in <a class=""l"">Efe 1:17</a> voor <i>een <a class=""mw"">geest</a> van wijsheid en onthulling in erkenning van Hem,</i>&nbsp;en zo zijn er nog wel meer.</div><div><br></div><div>Hoewel het goed mogelijk is dat het hier niet zozeer over allerlei volledig afzonderlijke <a class=""mw"">geestelijke</a> wezens gaat, maar over de verschillende werkingen die door dezelfde <a class=""mw"">geest</a> bewerkt worden (<a class=""l"">Efe 4:4</a>), is het goed het onderscheid dat de Schrift geeft te blijven maken, en het niet allemaal op een hoop te gooien.</div>",6
640,48004007,"<div>In dit vers treffen we de conclusie aan van het beeld dat in <a class=""l"">13:25</a> al begon, en van de nadere uitwerking van <a class=""l"">4:1-7</a>. In vers 1 lazen lazen we dat een lotdeelbezitter, hoewel hij recht had op het lotdeel, zolang hij onmondig en onvolwassen was er geen toegang tot had, en niet meer was dan een slaaf. Dit is een passende omschrijving van het volk dat de belofte al gekregen had, maar eerst onder het toezicht van de wet stond, die hen scherp in de gaten hield, hen tuchtigde en opvoedde om voorbereid te zijn op de komst van Christus en het <a class=""mw"">geloof</a> (vers 4; <a class=""l"">3:24,25</a>). Zo wordt ook de wet een juk van slavernij genoemd (vers 3; <a class=""l"">5:1</a>).</div><div><br></div><div>Nu echter Christus is gekomen en aan het kruis gestorven en opgestaan is hebben ze de <a class=""mw"">geest</a> van Zijn Zoon gekregen, zodat ze&nbsp;nu<b> niet langer slaaf</b> zijn, <b>maar zoon</b>. (verg. <a class=""l"">3:26-29</a>&nbsp;en <a class=""l"">Rom 8:15</a>). En als zoon zijn ze niet meer onmondig, en kunnen ze wel beschikken over hun lotdeel, en zijn ze met recht <b>lotdeelbezitter van God, door Christus.</b>&nbsp;Ze bezitten als lotdeel dat wat God ons toebedeelt heeft in de belofte, door wat Christus gedaan heeft.</div><div><br></div><div>Vrijwel dezelfde woorden vinden we in <a class=""l"">Rom 8:17</a>, al is daar sprake van kinderen in plaats van zonen, en zijn we niet alleen lotdeelbezitter van God, maar ook gezammelijk-lotdeelbezitters van Christus, omdat we samen met Hem sterven én opstaan, en samen met Hem verheerlijkt zullen worden.</div>",4
641,48004007,"<div><b>zodat je niet langer slaaf bent</b> – In <a class=""l"">Rom 6:2-7</a> spreekt Paulus over de <a class=""mw"">zonde</a> in heel vergelijkbare termen als hier over de wet. Ook daar slaafden we eerst voor de <a class=""mw"">zonde</a>, en konden we daar alleen van vrijkomen door met Christus te sterven en op te staan in een nieuw leven. En net als Paulus in <a class=""l"">2:19-20</a> en <a class=""l"">Rom 7:2-4</a> stelt dat we alleen vrij kunnen komen van de wet door ervoor te sterven, zo is dat in <a class=""l"">Rom 6:6</a> zo voor de <a class=""mw"">zonde</a>. De twee bespreken ook hetzelfde ding, want zij die onder de wet staan worden slaven van de wet doordat de <a class=""mw"">zonde</a> via de wet in ingang vindt (<a class=""l"">Rom 7:7-11</a>). Rom 7 is ook een logisch vervolg op het beeld uit Rom 6, wat laat zien dat beide beelden hetzelfde beschrijven, al is slaven onder de <a class=""mw"">zonde</a> breder, en kan dat ook gelden voor zij die niet onder de wet staan.</div>",4
642,48004008,"<div>Hier zien we weer, net als in <a class=""l"">3:26</a>, een overgang van <i>ons</i>, wat betrekking heeft op Paulus en zij die onder de wet waren, naar&nbsp;<i>jullie</i>, de gelovigen uit de natiën. Wij waren nooit onder de wet geweest (<a class=""l"">Rom 2:14</a>), dus de vergelijking van ontwikkeling van onmondige onder de wet tot lotdeelbezitter door <a class=""mw"">geloof</a> gaat voor ons niet op. Dit beeld uit <a class=""l"">3:23</a> tot <a class=""l"">4:7</a> heeft echter wel een duidelijk doel, het laat zien waarvoor de wet gegeven was, met welke functie, en laat zien dat het niet was om een beter gelovige te worden (zie tekst en voetnoot bij <a class=""dl"" name=""VOETNOTEN_48003003"" contenteditable=""false"">Gal 3:3</a>), maar als een tijdelijke begeleider tot Christus, en daarmee het <a class=""mw"">geloof</a>, <span>kwam.</span>&nbsp;Het zou dus nu die plaats niet meer hebben, het is voorbijgestreefd door het <a class=""mw"">geloof</a>.</div><div><br></div><div>In de verzen 8 tot 11 betrekt Paulus de situatie weer op de Galaten, en met de uiteenzetting die we nu over de wet en haar functie en onmogelijkheden gehad hebben, keren we terug naar de vraag hoe de Galaten zo onbezonnen konden zijn terug te willen naar een situatie onder de wet.</div>",7
644,48004008,"<div><b>toen jullie inderdaad geen besef hadden van God</b> – <a class=""l"">Efe 2:1-3,11-12</a>; <a class=""l"">Tit 3:3</a>;</div><div><b>slaafden jullie</b> – vers 25; <a class=""l"">Rom 6:6</a>; <a class=""l"">7:26</a>; <a class=""l"">16:18</a>; <a class=""l"">Tit 3:3</a>;</div><div><b>die dat van nature niet zijn</b> – <a class=""l"">Jer 16:20</a>;</div>",5
643,48004008,"<div>Waar zij die onder de wet waren, slaafden voor de wet (vers 1-3; 5:1), zo <b>slaafden</b> zij die niet onder de wet waren, toen zij nog <b>geen besef hadden van God</b>, voor hun <b>goden, die dat van nature niet zijn</b>. Nu ze God kennen, en weten dat alleen Hij God is, waren hun oude goden dat dus niet.</div>",4
645,48004009,"<div><b>Maar nu jullie God kennen</b> – Het verschil tussen destijds (vorig vers) en nu voor de gelovigen uit de natiën is dat ze nu God kennen. Het gevaar zit er in dat hieruit opgevat kan worden dat het toch weer iets is dat we zelf kunnen bewerken, door genoeg kennis over God te vergaren (vergelijk ons <a class=""mw"">geloof</a> of het <a class=""mw"">geloof</a> van Christus Jezus in de voetnoot bij <a class=""dl"" name=""VOETNOTEN_48002016"" contenteditable=""false"">Gal 2:16</a>). Daarom voegt hij toe: <b>meer nog door God gekend zijn</b>. Hij kent ons tevoren en roept ons (<a class=""l"">Rom 8:29</a>; zie ook <a class=""l"">1Kor 8:3</a>), en daarom is het Zijn werk waardoor wij gelovig worden.</div>",4
773,48004014,"<a class=""l"">1Thes 2:13</a>",5
646,48004009,"<div><b>omkeren tot de zwakke en arme grondregels</b> –&nbsp;Nu de Galaten God kennen, en ze beter zouden moeten weten, dringt de vraag zich duidelijk op: hoe kunnen zij zich weer omkeren?&nbsp;Waarom willen zij opnieuw daaronder slaven? Nu ze de levende God kennen, en weten dat de grondregels niet bij machte zijn leven te brengen, waarom willen ze dan terug?</div>",3
647,48004010,"<div><b>dagen en maanden en <a class=""mw"">era</a>'s en jaren</b>&nbsp;– In de Grieks-Romeinse samenleving was een een angst voor de krachten van de kosmos, de goden die heersten over de elementen en de zaken die ze in hun leven meemaakten. Met magie, het lezen van natuurverschijnselen of dieren en horoscopen werden geschikte dagen bepaald voor het doen van handel, reizen of trouwen. Ze waren benieuwd welke perioden onder de goden de voorkeur genoten boven de anderen.</div>",2
648,48004010,"<div><b><a class=""mw"">era</a>'s</b> – Een <a class=""mw"">era</a>, in het Grieks het woord&nbsp;<a class=""ghw"" name=""G_l_2679"" contenteditable=""false""><span class=""ncv-GH""><span class=""translit"">kairos</span><span class=""Greek"">καιρος</span></span></a>, kan wijzen op een periode (bijv. <a class=""l"">Luk 8:13</a>; <a class=""l"">1Kor 7:5</a>) of seizoen (bijv. <a class=""l"">Mar 11:13</a>), maar ook op een specifiek moment (bijv. <a class=""l"">Mat 11:25</a>; <a class=""l"">Luk 13:1</a>) of gelegenheid (bijv. <a class=""l"">Efe 6:8</a>). Het duidt dus op een tijdsspanne, maar de duur ervan kan variëren tot heel kort tot langer. &nbsp;In de context van het houden van bepaalde tijden in de wet kan bij dit woord gedacht worden aan het houden van de vastgestelde tijden, de feesten van <a class=""mw"">Jahweh</a> die in Lev 23 genoemd worden.</div>",0
649,48004010,"<div><b>dagen en maanden en <a class=""mw"">era</a>'s en jaren</b>&nbsp;– In hun dienst aan de afgoden hielden de Galaten al dagen, perioden en tijden die ze dachten dat onder de goden de voorkeur genoten (zie andere voetnoot), en nu ze de wet wilden gaan houden, gingen ze daarin terug. Aangezien dat hun dwaling was, moeten we de<span class=""Apple-converted-space"">&nbsp;</span>dagen en maanden en <a class=""mw"">era</a>'s en jaren<span class=""Apple-converted-space"">&nbsp;</span>ook in de context van de wet uitleggen.</div><div><br></div><div>Bij dagen zouden we denken aan het houden van de sabbat (zie ook <a class=""l"">Rom 14:5</a>), bij maanden aan de dagen waarop de nieuwe maand begon (<a class=""l"">Num 28:11-15</a>). De <a class=""mw"">era</a>'s verwijzen waarschijnlijk naar de Joodse feestdagen en de jaren naar het houden van Jubeljaren.</div><div><br></div><div>Met een nieuw regime van dagen en tijden die ze zouden moeten houden, met de hoop daar voordeel uit te krijgen, hebben ze zich weer onderworpen aan de oude angst voor de krachten van de kosmos, zie de voetnoot over de achtergrond bij dit vers. Ze hebben zich weer onderworpen aan de zwakke en arme grondregels, die slavernij brengen, maar geen leven kunnen geven.</div>",3
650,48004011,"<div>In <a class=""l"">2:2</a> vergelijkt Paulus de inspanning die hij hier noemt, zijn moeite om hen het evangelie te verkondigen en de <a class=""mw"">gemeente</a> op te bouwen en te laten groeien in <a class=""mw"">geloof</a>, met dat van het rennen op een renbaan. Als hij na al deze moeite en inspanning met lege handen zou staan, als zijn werk geen vrucht zou voortbrengen (verg. in <a class=""l"">5:22</a>) omdat de Galaten terugvielen onder de beginselen van de wet, dan zou zijn moeite <b>wellicht tevergeefs</b> zijn geweest. Dan zouden ze het van hun eigen werk verwachten, van hun eigen vlees, en daarmee niet van de <a class=""mw"">geest</a> (vergelijk ook <a class=""l"">2Kor 3:7-11</a>, hoe daar de wet tegenover de <a class=""mw"">geest</a> staat). Wie het van de wet verwachten, vallen uit de <a class=""mw"">genade</a> (<a class=""l"">5:4</a>). Zij zullen hun geloofsvreugde zien verdwijnen omdat ze het uit eigen kracht willen doen.</div>",4
651,48004011,"<div><b>tevergeefs</b> – <a class=""l"">2:2</a>; <a class=""l"">3:4</a>; <a class=""l"">1Kor 15:2</a>;</div>",5
652,48004012,"<div>Na de uitvoerige uiteenzetting en het beeld uit <a class=""l"">3:5</a> tot <a class=""l"">4:11</a> komt Paulus hier in de verzen 12 tot 20 met een persoonlijk argument waarom ze niet terug zouden moeten gaan onder de wet.&nbsp;</div><div><br></div><div>Na de oproep in dit vers volgt de vaststelling ""<b>In niets hebben jullie mij onrecht aangedaan</b>"". Dit gedeelte hoort bij de verzen 13 en 14, waar Paulus hun eerste ontmoeting aanhaalt, en waaruit blijkt hoe blij ze waren met Paulus, wat een geluk het hen bracht. Met hun dwaling onder de wet, en daarmee hun afwijking van Paulus, veranderde echter ook hun onderlinge relatie. Hierop reflecteert Paulus in de verzen 15 en 16.</div>",7
653,48004012,"<div><b>Wordt zoals ik, omdat ik ook ben zoals jullie</b>&nbsp;– Paulus, degene die onder hen het evangelie had gebracht en ze had laten groeien, was in hun aanwezigheid, hoewel een Jood, geworden zoals zij (<a class=""l"">1Kor 9:20-22</a>; zie ook <a class=""l"">Gal 2:19</a>). Daarop wijst hij hier. Als Paulus, als iemand die onder de wet geweest was, onder hen had geleefd als de natiën, dan liet hij daarmee al zien dat zij de wet niet hoefden te houden. Zij moesten niet worden als Paulus, Paulus werd zoals hen. Met het ""wordt zoals ik"" roept hij de Galaten dus weer op net als hij zonder de wet te leven. Het ""<b>ik smeek het jullie</b>"" laat het persoonlijke van deze oproep zien, omdat hij niet boven ze maar naast ze gaat staan.</div>",3
654,48004012,"<div><b>Wordt zoals ik</b> – <a class=""l"">1Kor 11:1</a>; <a class=""l"">2Kor 6:13</a>;</div><div><b>In niets hebben jullie mij onrecht aangedaan</b> – <a class=""l"">2Kor 2:5</a>; <a class=""l"">7:2</a>;</div>",5
655,48004013,"<div><b>zwakheid van het vlees</b>&nbsp;– De eerste keer dat Paulus de Galaten het evangelie vertelde, had hij een lichamelijke zwakte. In Handelingen kunnen we niet terugvinden wat deze zwakheid was. Sommigen wijzen erop dat hij mogelijk zwak was toen hij na zijn steniging in <a class=""l"">Hand 14:19</a> in Derbe verbleef. Dat zou verklaren waarom dit vers zegt dat het vanwege deze zwakheid was dat Paulus het evangelie verkondigde. Mogelijk door zijn zwakte bleef hij in de regio.</div><div><br></div><div>In het gedeelte hier echter, in <a class=""l"">Gal 4:15</a>, lezen we mogelijk over een oogziekte, zie daarvoor de voetnoot bij dat vers. Het ""vanwege"" is in dat geval voor ons echter minder duidelijk.</div><div><br></div><div><br></div>",3
656,48004013,"<div><b>het eerdere</b> – De meeste andere vertalingen zien deze woorden niet als een nadere bepaling van evangelie, maar als een bepaling van tijd. Dan wordt het vertaald als ""de eerste keer"" (<a class=""mw"">NBV</a>, <a class=""mw"">HSV</a>) of ""de eerste maal"" (SV, <a class=""mw"">NBG</a>). De vraag is, waar hoort het woord ""eerdere"" bij? Bij ""evangelie"", dat hier weliswaar in het werkwoord zit, maar elders qua grammaticale vorm past bij het woord hier, of moeten we zoals de andere vertaling een woord als ""keer"" of ""maal"" toevoegen?&nbsp;</div><div><br></div><div>Beiden zijn mogelijk, maar de betekenis veranderd licht. Als ""eerdere"" bij evangelie hoort, dan benadrukt Paulus dat het evangelie dat hij vertelde vooraf ging aan het andersoortige evangelie dat ze nu aangenomen hebben (<a class=""l"">1:6,7</a>). Anders licht de nadruk er hier op dat het om hun eerste bezoek ging.</div>",1
657,48004013,"<div><b>zwakheid van het vlees</b> – <a class=""l"">2Kor 10:10</a>; <a class=""l"">11:30</a>; <a class=""l"">12:5,9,10</a>;&nbsp;</div>",5
659,48004014,"<div><b>En jullie aanvechting in mijn vlees kleineerden jullie niet, nog spuwden jullie die uit</b> – Paulus noemt de zwakheid van zijn vlees opvallend genoeg ""jullie aanvechting"". Omdat je eerder zou verwachten dat het een aanvechting voor hem zelf was, is het niet verwonderlijk dat aardig wat Griekse handschriften hier ook<span class=""Apple-converted-space"">&nbsp;</span><i>mijn</i><span class=""Apple-converted-space"">&nbsp;</span>lezen in plaats van<span class=""Apple-converted-space"">&nbsp;</span><i>jullie</i>. De oudste grote handschriften lezen echter allen<span class=""Apple-converted-space"">&nbsp;</span><i>jullie</i>.&nbsp;</div><div><br></div><div>De Galaten werden aangevochten Paulus af te wijzen vanwege zijn zwakke voorkomen (verg.<span class=""Apple-converted-space"">&nbsp;</span><a class=""l"">2Kor 10:10</a>), maar vonden er uiteindelijk geluk in hem te ontvangen.</div>",3
658,48004014,"<div><b>als een boodschapper</b> – De <a class=""mw"">NBV</a>, <a class=""mw"">HSV</a> en SV geven het woord hier, <a class=""ghw"" name=""G_l_78"" contenteditable=""false""><span class=""ncv-GH""><span class=""translit"">aggelos</span><span class=""Greek"">αγγελος</span></span></a> , weer als <i>engel</i>, de <a class=""mw"">NBG</a> als <i>bode</i>, vergelijkbaar met de vertaling hier als boodschapper. Dit is inderdaad het woord dat meestal op engelen duidt. In onze taal verstaan wij onder engel echter altijd hemelse wezens, terwijl het Griekse woord ook voor gewone menselijke boodschappers gebruikt kan worden, zoals in <a class=""l"">Luk 9:52</a>. Hoewel het niet onmogelijk is geweest dat ze Paulus voor een engel zouden hebben aangezien, ligt in de context van Paulus die hun het evangelie verkondigd het meer voor de hand dat het simpel erop wijst dat hij de boodschapper van God is, dat hij Gods boodschap, Gods evangelie, doorgeeft. In de <a class=""mw"">NCV</a> wordt dit woord altijd als boodschapper vertaald, zodat het beide opties open houdt, net als het Griekse woord zelf.</div>",1
660,48004014,"<div><b>als een boodschapper van God ontvingen jullie mij </b>–&nbsp;<span>Ze ontvingen hem als wat hij was.</span><span>&nbsp;Door het evangelie dat Paulus bracht, over het sterven en opstaan van Christus Jezus, en het</span><span class=""Apple-converted-space"">&nbsp;</span><a class=""mw"">geloof</a><span class=""Apple-converted-space"">&nbsp;</span><span>van Hem (</span><a class=""l"">2:16</a><span>), was het alsof Christus Jezus zelf kwam, daarom ontvingen ze hem</span><span class=""Apple-converted-space"">&nbsp;</span><b>als Christus Jezus</b><span>&nbsp;(verg.<span class=""Apple-converted-space"">&nbsp;</span></span><a class=""l"">Mat 10:40</a><span>;<span class=""Apple-converted-space"">&nbsp;</span></span><a class=""l"">2Kor 5:20</a><span>).</span></div>",4
